speaker,utterance_num,utterance
Client,60,": Yeah, I mean I could work up to it all right. That's why I think with this friend it was nice. And may have gone back in but I felt myself, come alive a little bit. A little bit of magic had come into my life, and that was nice. And I'd rather not come out all at once and run back in. I'd rather come out bit-bybit and stay out. But see the thing of it is that, and like we're talking now, a little bit, or I'm thinking about the focus of the relationship, it has to be this male-female kind of thing. And, um, I don't think that what I need to do is to come out and have love, and then, think about a male-female relationship. But I don't know how I can come out too much without a man ."
Therapist,60,": That's kind of a, contradiction, in a way. A dilemma, it's a dilemma.  But you feel what you want first is a relationship with a person, only it helps if it’s a man."
Client,61,: That's right. It must be a man. Or…
Therapist,61,": It isn't just better if it's a man, it's a necessity."
Client,62,": It must be a man, that’s right, because that's where my fear is."
Therapist,62,": So that's where you fear is, a fear of a relationship with a man. And yet, you'd like to be able to really come out of the cave first, before it became a manwoman, sexual relationship, or anything like that. Is that what you're saying?"
Client,63,": I'd like to have a caring relationship. And its kind of funny, it's like a little girl wanting a man to take her out of the cave, and, care about. I'll put it back on me, I feel like a little girl. Someone to care about me and to know that I'm comfortable and that I'm all right, and then ask for himself."
Therapist,63,: And then ask?
Client,64,": For himself, of the relationship."
Therapist,64,": But first, you'd like to have a man come at least to the entrance of the cave and take the hand of you as a little girl and lead you gently out, caring for you. Then maybe, other kinds of things might happen."
Client,65,":  The little girl is the non-sexual, being. That's right, “Don't use me Rogers’ Transcripts, Volume 12, Kathy Interview, page 62 sexually first. And then if you like it good enough, keep coming back.” That's what I don't want."
Therapist,65,": The little girl, the little girl will grow up if you care enough, for her."
Client,66,": That's right, and can respond as a woman, if the other is there."
Therapist,66,: Can you tell him that? Could you tell him that?
Client,67,": I'm confused, do I tell one man that, or is that what I…"
Therapist,67,": I was thinking of this, this one man."
Client,68,": Oh, this individual."
Therapist,68,": Uhm, hmm."
Client,69,": Oh, I think I could tell him that, I know I could. But you know, I start putting him down.  I know that's just, my sister told me, she said, “That's just because you're scared.” Because I told her the kind of man I would, I thought I would be comfortable with, and he is this kind of person. And then I start telling her all these bad things. And she said, ""Nobody would be perfect. You would do this with anyone, some."" But with this person I think I could."
Therapist,69,: Maybe you could let him know what you need.
Client,70,": I'd like to be able to carry that over. I suppose maybe, maybe I'm glossing that over or something, but I'd like to carry it over in my relationships with everyone. To get what I need from the relationship, and not focusing in on the other person. See, I think the way I am I'm the perfect nurse, the perf-, you know, anything for somebody else. And that's fine, focus in on them any time. But on myself, like I'm too scared to do that. Like that's a no-no. But I'd like to be able to do that, focus in on my own needs, first. But I feel kind of selfish when I look at it that way. I fee1 like a taker instead of a giver and that's got a negative, connotation."
Therapist,70,": You're so much a nurse that when you even think of saying, “But I need this for myself.” that seems kind of wrong, selfish."
Client,71,": “Wait a minute, you're the nurse. What is this?”"
Therapist,71,: “You're supposed to be caring for the other person.”
Client,72,": That's right. Rogers’ Transcripts, Volume 12, Kathy Interview, page 63"
Therapist,72,": But once in a while you realize, “I'd like to care for myself, first.”"
Client,73,: Seems awful.
Therapist,73,: Just to say that.
Client,74,": “You're so naughty, just thinking about it.”"
Therapist,74,": Just to say that, seems, “What a selfish person I am.”"
Client,75,: Yeah.
Therapist,75,": “Terrible, awful.”"
Client,76,": I feel wicked, but I enjoy it. I'm enjoying thinking about it."
